Ticker,Company,Sector,Industry,Country,Employees,MarketCap,Currency,Website
XOM,ExxonMobil Holdings Corporation,Energy,Oil & Gas Integrated,United States,57900,655726608384,USD,https://corporate.exxonmobil.com
