Date,Close,High,Low,Open,Volume,Ticker
,CVX,CVX,CVX,CVX,CVX,
2021-09-07,79.42998504638672,80.1828806639722,79.16811021005786,79.39724991139704,9237800,CVX
2021-09-08,78.88168334960938,80.58387285933858,78.8489482155467,79.79006302818658,10775900,CVX
2021-09-09,78.56253814697266,79.88828322589507,78.03060304621795,78.47251807252542,10219400,CVX
2021-09-10,78.61981201171875,79.9537360051654,78.47250702368996,79.87190128816911,11006000,CVX
2021-09-13,80.1746826171875,80.78026690958191,79.42997246223162,79.55272763809756,11500900,CVX
2021-09-14,78.72620391845703,80.80483839218222,78.54617002158038,80.51022838843602,15294100,CVX
2021-09-15,80.3956527709961,80.63297782611609,79.37270317664552,79.37270317664552,11623400,CVX
2021-09-16,79.64276123046875,80.68207524325551,79.30723701919314,80.4611208839851,10616700,CVX
2021-09-17,79.18449401855469,80.51023286554661,78.86533420401297,79.47091869268321,16006100,CVX
2021-09-20,77.56412506103516,77.94875508773885,76.3611354008644,77.44955521183685,15796100,CVX
2021-09-21,77.62139129638672,78.47248585950128,76.95033680826003,78.21061108958811,10958400,CVX
2021-09-22,79.90463256835938,80.83756203299914,78.75892785492452,78.75892785492452,13292800,CVX
2021-09-23,81.88505554199219,82.056910300291,79.99464695711741,80.39564139314795,10094900,CVX
2021-09-24,82.32698059082031,82.62977591287238,81.54954141084465,81.54954141084465,8225300,CVX
2021-09-27,84.26649475097656,84.92936407418115,83.95551408589692,83.95551408589692,12697500,CVX
2021-09-28,84.58565521240234,85.83774449700748,84.19283982723762,85.03575552419642,15560800,CVX
2021-09-29,84.56111145019531,85.30581554946988,83.75093083120503,84.46290603600549,10268100,CVX
2021-09-30,83.0225830078125,84.65930228834966,83.0225830078125,84.63475249811579,15319800,CVX
2021-10-01,85.37946319580078,85.5513179718883,83.37447832093602,83.6527238466886,10854900,CVX
2021-10-04,85.69862365722656,86.63155315993968,85.19942377059724,85.92776336054716,13305400,CVX
2021-10-05,86.63155364990234,88.19461734558737,86.27147340345422,86.7788586376685,13017300,CVX
2021-10-06,85.87047576904297,86.21418531335412,84.76569152313516,85.25670604980658,10630100,CVX
2021-10-07,86.48424530029297,86.99163051478402,86.10780062254352,86.42696037636563,8830900,CVX
2021-10-08,88.42375946044922,88.73473386843482,87.23713426500075,87.40898903601293,10586700,CVX
2021-10-11,87.67086791992188,89.7167670650636,87.49901314096061,89.65948213874319,9794800,CVX
2021-10-12,87.6872329711914,88.03912785127244,86.88523781068521,87.55629243739925,9085000,CVX
2021-10-13,88.21097564697266,88.66106964823399,87.13892664653461,87.37624541899565,9220700,CVX
2021-10-14,89.04571533203125,89.33214621666887,88.47286604993381,89.10300026024099,7648600,CVX
2021-10-15,89.70040130615234,90.04411085904405,89.55309632011468,89.83133560285883,9968100,CVX
2021-10-18,89.65947723388672,90.35508790005223,89.16846271463159,90.19959757557922,10677400,CVX
2021-10-19,91.4107666015625,91.4107666015625,89.85588832617272,90.15049828739335,10362800,CVX
2021-10-20,92.60557556152344,92.61375466216009,90.65787571281896,90.91156519149698,10811400,CVX
2021-10-21,91.44348907470703,92.3191334927684,90.73152030332245,92.23729879122376,9372600,CVX
2021-10-22,92.31095886230469,92.37642288055729,91.20616848540807,91.8363088293434,8673800,CVX
2021-10-25,93.17022705078125,93.57940679737546,92.7201330756801,92.90835226270447,9579800,CVX
2021-10-26,93.37482452392578,93.78400430382342,92.89199538056877,93.27662537264663,7463000,CVX
2021-10-27,91.71354675292969,92.94927131699954,91.36983726949431,92.65466140445855,9096100,CVX
2021-10-28,92.57283782958984,92.69558677157654,91.3125633286255,91.3125633286255,7538200,CVX
2021-10-29,93.69400024414062,94.34869050115242,92.59740124377326,93.9722457886268,15294200,CVX
2021-11-01,93.72673034667969,94.18500975581736,93.33392120844415,94.1359101744351,11213800,CVX
2021-11-02,93.15388488769531,93.44849487519195,92.64649963287577,93.44030953009789,9189700,CVX
2021-11-03,92.48284149169922,92.69561054142842,91.63174656201333,91.87725075252926,10416000,CVX
2021-11-04,92.8919906616211,93.50576030028783,92.40097619940522,93.47302517032843,9673000,CVX
2021-11-05,93.8985824584961,94.1522781901401,93.23571315430543,93.51395243235487,8102100,CVX
2021-11-08,94.23411560058594,94.92153471443689,93.85767090820252,94.18500977560467,7695900,CVX
2021-11-09,94.9297103881836,95.02791578455273,93.66943589759266,94.33230515321715,10945900,CVX
2021-11-10,93.41575622558594,95.10157512340933,93.01476174130137,94.73331577468107,10305100,CVX
2021-11-11,93.42394256591797,93.8413015006338,92.94110711580308,92.96565690683475,7317500,CVX
2021-11-12,93.4812240600586,93.54668808587616,92.95746814839833,93.12932916648649,8682800,CVX
2021-11-15,95.60078430175781,95.7071688199593,93.51396447333144,94.07044934467251,11050400,CVX
2021-11-16,95.97721099853516,96.63190116307484,95.63350147176648,95.83809136773662,10566300,CVX
2021-11-17,95.5467529296875,96.46563142346311,94.91761579119715,95.09145681491817,11108000,CVX
2021-11-18,94.7437744140625,95.51364546227607,93.88284918976505,95.07490290111951,8368600,CVX
2021-11-19,92.64112854003906,93.66762123709668,91.97059157030498,93.13781814727656,13532600,CVX
2021-11-22,94.2967529296875,95.35635897622657,92.59144352752286,92.73217107400846,9947100,CVX
2021-11-23,96.27523803710938,96.72225420904998,95.24873914726356,95.35635953170319,10366800,CVX
2021-11-24,97.01200103759766,97.68253164906375,96.58981205612797,96.6974261308847,8500900,CVX
2021-11-26,94.79344177246094,95.05834328213375,93.23713987685174,93.83316985255311,11861800,CVX
2021-11-29,95.07489776611328,96.99543530841484,94.95900374926536,96.3083448401377,12003800,CVX
2021-11-30,93.43582916259766,95.91100345866775,93.07986713480824,93.91595885005135,24451200,CVX
2021-12-01,92.79840850830078,96.0765674533094,92.7901285588226,95.15768884950953,12302700,CVX
2021-12-02,95.3149642944336,95.77854035475387,92.657669264526,93.7503887751025,11392400,CVX
2021-12-03,94.71066284179688,96.85470848525216,94.0318460012586,96.6394740313193,10445100,CVX
2021-12-06,96.19245910644531,97.22723171437072,95.24047335975457,95.99378453413385,9833900,CVX
2021-12-07,97.61629486083984,98.22888471447816,97.05337838080058,97.05337838080058,11419600,CVX
2021-12-08,98.05504608154297,98.7255830007561,97.40107537599951,98.00537901928664,8827900,CVX
2021-12-09,97.79840850830078,98.17920399339576,97.33483249440246,97.55834055374643,8334700,CVX
2021-12-10,97.96399688720703,98.67592100181427,96.74710951134473,98.45241288013584,9090700,CVX
2021-12-13,95.92755126953125,97.55835380300701,95.70404317983296,97.23550527580373,8533000,CVX
2021-12-14,96.20901489257812,96.78848500194682,95.58815135436143,95.81165944918922,12245300,CVX
2021-12-15,95.66264343261719,96.29178686375458,94.32985598394781,96.29178686375458,11069500,CVX
2021-12-16,96.55669403076172,97.83981449714102,95.96066404162426,96.18417844542597,11344700,CVX
2021-12-17,94.04013061523438,96.40769077870023,93.98218360350272,95.9606682671629,22727900,CVX
2021-12-20,94.0815200805664,94.1311871411721,91.66429295625097,92.59972505357672,13464400,CVX
2021-12-21,95.58814239501953,96.08483191588877,94.61131693381839,94.72721094482955,11368200,CVX
2021-12-22,96.13450622558594,96.58980867158463,94.71066450921359,95.54675617804698,8345200,CVX
2021-12-23,96.36629486083984,97.61629547338482,96.35801491256305,96.44907539635773,7416600,CVX
2021-12-27,98.33650207519531,98.3613356049524,95.53847947764312,96.08483607954967,7745500,CVX
2021-12-28,98.14611053466797,98.79180763306697,97.71564790765223,98.22889739610439,6516000,CVX
2021-12-29,97.6411361694336,98.22061259209299,97.09477954231241,97.74875655768132,6957400,CVX
2021-12-30,97.21066284179688,98.25371523493942,97.13615594155466,97.79013288479285,6016000,CVX
2021-12-31,97.14442443847656,97.75700788539878,96.96230349907425,97.16925796371342,5706600,CVX
2022-01-03,98.72557067871094,99.0815326505379,97.09476830349793,97.20238236353873,10717700,CVX
2022-01-04,100.52194213867188,100.97724457469218,99.05670702632064,99.2967686935856,16413100,CVX
2022-01-05,101.17591857910156,102.51697971834282,101.0517446139773,101.19247216043469,15487100,CVX
2022-01-06,102.03685760498047,102.91434274268408,100.69579005096588,102.33487261698372,13318500,CVX
2022-01-07,103.5020751953125,103.92426410972715,101.78021237817987,102.27690819078515,14164600,CVX
2022-01-10,103.56832885742188,104.04846489837405,102.53355617386178,103.60144234118594,12626100,CVX
2022-01-11,105.93587493896484,105.96070846949232,103.33652681458264,104.18917838002803,14609000,CVX
2022-01-12,105.40608978271484,106.3166821966948,104.6941656466563,105.95244649425311,12469200,CVX
2022-01-13,104.96732330322266,106.04348921288229,104.67758195510274,105.24877838731055,9691300,CVX
2022-01-14,106.75541687011719,106.954085109739,104.93421344599766,104.93421344599766,13281000,CVX
2022-01-18,107.10308837890625,107.61633145607856,105.85308152973728,107.35970991749241,12905500,CVX
2022-01-19,106.7140121459961,107.74049829271013,106.40771092317088,107.5749372333852,12064300,CVX
2022-01-20,106.33321380615234,108.32825810950055,105.86135782437596,106.18421263735432,11370400,CVX
2022-01-21,105.05838012695312,106.2918208007489,104.49546366263873,105.76202412840865,13055700,CVX
2022-01-24,105.28189086914062,105.73719328409511,101.68915755447685,103.02194500652551,19513700,CVX
2022-01-25,109.7603759765625,109.884556244588,103.70074899984294,105.23221721833012,19984500,CVX
2022-01-26,109.84320068359375,111.51539701036391,108.93259559686162,110.01703543464949,17266500,CVX
2022-01-27,112.06170654296875,113.41105377965302,110.58819167226397,111.30011558081226,20654100,CVX
2022-01-28,108.12129974365234,109.3216332092036,106.01864777095903,107.61633030388951,24817800,CVX
2022-01-31,108.71735382080078,109.15609640825261,107.06171760203857,107.7736416813664,16401800,CVX
2022-02-01,111.58159637451172,112.36803367635797,108.03853590962156,108.30344376529646,16169700,CVX
2022-02-02,112.09485626220703,112.41770482835933,109.9342504328794,111.21737106351115,10906700,CVX
2022-02-03,111.09317016601562,112.04516841999876,110.25707855523906,111.63125943083216,9447700,CVX
2022-02-04,112.4839096069336,113.4110616896155,111.76369938488627,111.76369938488627,13034700,CVX
2022-02-07,114.69416046142578,115.42263154709173,111.61467718805021,112.03685972513492,18422500,CVX
2022-02-08,112.9474868774414,114.59483656859838,111.76370060117041,114.38788207421183,11021600,CVX
2022-02-09,114.0650405883789,114.52034303035094,112.666038730684,113.17928186627027,10140800,CVX
2022-02-10,112.61634826660156,114.89284762721071,112.07827165214829,113.87463508637629,11012700,CVX
2022-02-11,114.90943145751953,115.43096091629563,112.81505262004059,113.29518864642934,12821200,CVX
2022-02-14,113.13788604736328,114.28027894462113,111.7968249116261,114.18921845815129,15945000,CVX
2022-02-15,112.30974578857422,112.79492276509602,110.56980473060236,111.32267083794457,11746800,CVX
2022-02-16,112.34320831298828,113.89911621531708,111.89148611585944,112.88693428510739,11348800,CVX
2022-02-17,111.76599884033203,112.5774138153562,110.79564506919334,112.23444196733199,10073900,CVX
2022-02-18,111.6070556640625,112.0169497661596,110.46104214733447,111.10515780373925,10691800,CVX
2022-02-22,110.75382232666016,114.60177007723668,109.18119357746363,114.60177007723668,19428700,CVX
2022-02-23,113.38885498046875,113.83220395407646,110.88768720752721,111.19719160990067,16134200,CVX
2022-02-24,112.80329895019531,115.63069207403838,110.18502041455746,115.37973669842326,22108900,CVX
2022-02-25,117.42916870117188,117.52954572332179,113.2884378398389,113.73179947060919,28028000,CVX
2022-02-28,120.45731353759766,120.45731353759766,115.9819846303807,116.50062896548883,24394300,CVX
2022-03-01,125.24220275878906,125.4429696329074,121.04292151503094,121.30223741652426,31159900,CVX
2022-03-02,128.93955993652344,130.28634059708057,125.518239513286,125.64371081912772,31329500,CVX
2022-03-03,130.6795196533203,131.43237312383937,126.94032103722257,127.36693630196706,22492900,CVX
2022-03-04,132.7122344970703,133.79969946075863,129.7342625526569,130.31981668260514,29034400,CVX
2022-03-07,135.54795837402344,135.59815965277903,130.26122635166206,133.7578290219672,34824700,CVX
2022-03-08,142.64990234375,145.5525900749956,137.27115471085799,137.44681448200876,57231000,CVX
2022-03-09,139.08642578125,142.01420877111912,134.8536901295843,136.15864279138088,43430000,CVX
2022-03-10,142.89251708984375,146.18835283323722,140.77613693134998,141.15257630745774,34913600,CVX
2022-03-11,142.95941162109375,144.69935222119983,138.76014479037886,138.76850528697182,28423600,CVX
2022-03-14,139.4628448486328,140.82635922249167,137.43849368081572,139.03622965993472,25156200,CVX
2022-03-15,132.40272521972656,134.00046145925967,129.8764629065293,133.09702964995492,28534400,CVX
2022-03-16,131.92588806152344,134.25974340544306,130.67112410446322,132.82930687818205,22299700,CVX
2022-03-17,134.2095489501953,134.66963160024767,132.10154202166723,133.79965481394532,15750700,CVX
2022-03-18,135.2886505126953,135.2886505126953,132.8209505393607,134.58598573812696,23214700,CVX
2022-03-21,137.72288513183594,138.50920588463822,136.11678887178203,136.36774420456638,13180600,CVX
2022-03-22,137.26283264160156,138.24154716679556,135.9997079666838,136.92823396711722,11063900,CVX
2022-03-23,138.74343872070312,139.989842224101,137.97385166471312,138.86054951695988,10755000,CVX
2022-03-24,139.11146545410156,140.03161780279623,138.02400107462978,139.22020295716763,9024800,CVX
2022-03-25,141.62937927246094,141.9472568724214,138.1578709857741,138.2080594985851,10254700,CVX
2022-03-28,139.15335083007812,139.38757245278876,138.1328082893584,138.7769113697521,9992000,CVX
2022-03-29,137.4552001953125,137.5890319688465,134.2597288704968,136.77761700999508,15102600,CVX
2022-03-30,138.4255828857422,139.15335480090158,136.90314229467924,138.22482878290222,9906000,CVX
2022-03-31,136.20880126953125,138.9943785742832,136.1167847424391,136.74416667330797,10395900,CVX
2022-04-01,137.37156677246094,138.81872437710808,135.79056460813828,136.16699126362087,8795300,CVX
2022-04-04,137.49703979492188,138.40047143788837,136.35102605310433,138.0240447776823,8718600,CVX
2022-04-05,136.6521759033203,140.2993573927809,136.43468805470806,138.0491450676708,9538200,CVX
2022-04-06,137.8651123046875,139.70543043363807,137.46359136625404,137.88184606665737,9269000,CVX
2022-04-07,139.7807159423828,140.28261388835176,136.70235493113768,138.10769726091382,8018400,CVX
2022-04-08,142.14801025390625,143.12673730558168,139.71377804521578,139.73887230150302,10801200,CVX
2022-04-11,138.49246215820312,141.18602282372422,137.94873627973382,141.01036303830014,10206100,CVX
2022-04-12,141.37844848632812,144.4484364393315,140.65904989488044,141.34499372668608,9528400,CVX
2022-04-13,143.6035614013672,143.94653330498755,140.7761556583543,142.98453987513432,7330700,CVX
2022-04-14,143.53662109375,144.6659137022363,142.6750175756764,142.78376786417138,9421100,CVX
2022-04-18,145.4606170654297,146.00434306234294,143.770864526593,144.7161242201797,7639000,CVX
2022-04-19,143.73739624023438,145.29330406708783,143.06818623954445,144.78303287752516,6970200,CVX
2022-04-20,144.3229522705078,145.20128961123072,143.42789393351464,143.56172572427337,7495000,CVX
2022-04-21,137.67269897460938,144.24766243268485,137.04531701396905,143.66210848891092,14594800,CVX
2022-04-22,134.63613891601562,138.41716367318745,134.56085615938363,137.50537180522375,12160100,CVX
2022-04-25,131.74183654785156,132.46959545653303,126.61403114343769,130.26957220866683,15449800,CVX
2022-04-26,130.93878173828125,134.15097394606246,130.8216709629179,132.85439492029568,9810600,CVX
2022-04-27,130.69622802734375,132.1015576363969,129.25743089572074,131.39889283187034,10396600,CVX
2022-04-28,135.3388214111328,136.35100318596437,129.6003676376496,131.70837445104203,9366400,CVX
2022-04-29,131.055908203125,135.8825703535122,130.73803059017635,134.91221651912485,14713200,CVX
2022-05-02,133.63235473632812,133.84148205203442,129.78440702168479,130.75476082995044,11559000,CVX
2022-05-03,135.9243927001953,136.7107006737561,133.2224586310868,133.48178722058464,8827200,CVX
2022-05-04,140.19056701660156,140.44152231734543,136.74415336301072,137.99891710261323,9183200,CVX
2022-05-05,139.07801818847656,141.78831265375462,136.0582193966136,141.58754584606513,9807600,CVX
2022-05-06,142.78375244140625,143.0179739881588,138.37534553624775,140.75940177926387,10418100,CVX
2022-05-09,133.21409606933594,140.32442458795043,132.56998038252019,140.32442458795043,14110700,CVX
2022-05-10,134.4939727783203,137.3464727359504,132.0597274972652,135.69018779066704,11636000,CVX
2022-05-11,136.48489379882812,140.08188722050755,135.9411549625047,136.83622625897513,9105500,CVX
2022-05-12,137.78146362304688,137.8985744240051,132.88787871447266,136.53506006961155,8936400,CVX
2022-05-13,140.42483520507812,141.19442235597387,137.9236801556972,139.27882136008742,9229900,CVX
2022-05-16,144.72447204589844,146.36403592010942,141.25296349302886,141.37007428660684,13296300,CVX
2022-05-17,145.57774353027344,146.93288480099943,144.38990160243236,146.25531416563643,12827600,CVX
2022-05-18,141.74029541015625,146.8596851743779,139.82579415563401,146.85124302777973,13107500,CVX
2022-05-19,140.72821044921875,143.0728361943369,137.3293460464351,138.84745228729827,10958700,CVX
2022-05-20,141.53785705566406,144.2535637229755,138.39199995425767,142.4318492876972,9615000,CVX
2022-05-23,144.82711791992188,145.8729274965769,142.6258666767389,142.89574513157226,10216400,CVX
2022-05-24,145.60301208496094,146.39580163153096,143.21621416869414,143.95840231767448,9782700,CVX
2022-05-25,147.93923950195312,148.4284078960275,145.88136310933936,146.02473805549658,10174500,CVX
2022-05-26,148.93441772460938,150.06455860730685,147.60185836342288,148.85008634374992,11213900,CVX
2022-05-27,150.3597412109375,150.4187847560602,148.1753616856459,148.87537773554772,10512300,CVX
